plays,total_yards,yards_per_play,rush_pass_ratio,turnover_diff,avg_epa,fg_made,fg_missed,first_downs,win
62,492,7.935482591051195,0.8695648393196351,2,-0.19550469388473424,62,62,14.0,0
89,501,5.629212850650242,1.0285711346939614,3,0.0442574526676509,89,89,25.0,1
88,388,4.409090408057908,1.1290318938606794,2,-0.10214399462230457,88,88,21.0,1
64,469,7.328123854980647,1.4499992750003625,6,-0.5665211115795238,64,64,17.0,0
87,422,4.850574155106419,0.7435895529257556,3,0.12656250174469108,87,87,27.0,1
83,494,5.95180651183054,0.5499998625000343,2,-0.13357983453848726,83,83,23.0,0
86,404,4.697673872363503,0.9166664120371076,1,-0.09070033172285394,86,86,22.0,0
81,419,5.172838867550757,0.5999998500000374,1,0.061552894436556725,81,81,26.0,1
90,569,6.322221519753164,0.41304338846882854,3,-0.01706558312085779,90,90,25.0,0
77,548,7.116882192612702,1.1428567346940233,2,0.1377840417811611,77,77,17.0,1
94,518,5.510637711634286,0.4199999160000168,3,0.015156590711805742,94,94,24.0,1
74,440,5.945945142439846,0.5454543801653393,3,-0.08683971216727789,74,74,24.0,0
72,270,3.749999479166739,0.8333329861112558,0,0.06081364333848376,72,72,14.0,1
100,514,5.139999486000051,1.0256407626562145,2,-0.006693007867921517,100,100,27.0,0
71,342,4.816900730013981,1.2272721694217412,3,0.012330809240631877,71,71,16.0,0
74,422,5.702701932067306,1.038461139053408,1,0.1181998488723678,74,74,23.0,1
69,526,7.623187300987348,0.484848337924746,4,-0.006100830609449523,69,69,16.0,0
81,460,5.679011644566463,2.611109660494633,0,0.22760105400951117,81,81,19.0,1
86,545,6.337208565440864,0.3541665928819598,7,-0.12049894428579404,86,86,30.0,0
80,448,5.599999300000087,2.9333313777790817,1,0.047425874401658394,80,80,16.0,1
94,567,6.031914251924015,0.7804876145152159,4,-0.11599238307986236,94,94,25.0,0
66,520,7.8787866850323205,0.9583329340279442,2,0.32050015690609934,66,66,16.0,1
88,614,6.977271934400917,0.571428435374182,4,-0.041949444506254985,88,88,25.0,0
89,546,6.134830771367329,0.9444441820988382,4,0.07355376588762946,89,89,25.0,1
73,439,6.013697806342766,0.9999995833335069,1,0.1193307821699409,73,73,17.0,1
79,393,4.974682914597099,1.1851847462278717,1,-0.07237175888922533,79,79,20.0,0
84,523,6.226189734977412,0.914285453061299,2,0.2362697696689049,84,84,26.0,1
83,670,8.072288184061664,0.2448979092045083,1,-0.0045109089665040574,83,83,27.0,0
70,342,4.885713587755202,0.4999998529412197,2,-0.16276882173996804,70,70,24.0,0
88,448,5.0909085123967595,1.1142853959184582,3,-0.01276592304278647,88,88,26.0,1
87,507,5.827585537059133,0.6190474716553639,3,0.004052242785865021,87,87,27.0,0
92,410,4.45652125472595,0.3103447740784872,3,0.0393030974701731,92,92,34.0,1
86,485,5.6395342279611365,1.3928566454083409,1,0.07504168811687581,86,86,22.0,1
75,488,6.506665799111227,0.33333325396827285,1,0.019093499152691203,75,75,17.0,0
89,430,4.831460131296614,0.7948715910585663,3,0.11143072495904094,89,89,22.0,0
80,527,6.587499176562603,0.585365710886412,1,0.24175727988957313,80,80,23.0,1
93,580,6.236558469187261,0.914285453061299,3,-0.13994055153880164,93,93,24.0,0
78,431,5.525640317225601,0.7352939013841466,3,-0.058851347096200116,78,78,21.0,1
90,471,5.233332751851917,1.344827122473406,5,-0.06684262762240104,90,90,26.0,0
78,488,6.25640945430648,0.578947216066522,3,0.06841358954792771,78,78,20.0,1
87,494,5.67816026687813,0.49999988095240927,7,-0.1470928753397975,87,87,23.0,0
92,540,5.8695645793951545,0.32727266776860586,4,0.0024946255047645543,92,92,28.0,1
87,388,4.459769602325333,0.8285711918368023,2,-0.051709337356241745,87,87,26.0,0
70,290,4.142856551020492,0.39473673822717414,3,-0.05999218028393073,70,70,19.0,0
94,554,5.893616394296128,0.41666657986112915,5,0.006100551022229954,94,94,28.0,0
72,445,6.180554697145181,1.5999992000004,0,0.10290500643935147,72,72,14.0,1
82,497,6.060974870612821,0.5714284081633119,1,0.040421563761352135,82,82,22.0,1
76,478,6.289472856648308,0.6969694857668224,2,-0.008625690984829187,76,76,22.0,0
69,381,5.521738330182851,0.3589742669296751,4,-0.2588359743459625,69,69,22.0,0
75,465,6.199999173333444,0.9310341617123581,2,-0.012261250727743235,75,75,23.0,1
88,431,4.897726716167418,0.39622634033465276,6,-0.193878970941679,88,88,27.0,0
70,277,3.9571422918368153,1.1199995520001793,3,-0.23004046808185297,70,70,20.0,1
87,436,5.011493676839807,0.6744184478096632,2,0.011816948714085129,87,87,25.0,0
74,417,5.63513437363049,1.3199994720002113,1,0.15353174105102427,74,74,19.0,1
89,495,5.561797127887963,1.1249996484376097,2,-0.014855425976654357,89,89,27.0,0
83,497,5.9879510857890255,1.0689651486327074,5,-0.04295436141286888,83,83,21.0,0
97,444,4.5773191157402975,0.43137246443677163,3,-0.1797477584261117,97,97,28.0,0
80,540,6.749999156250105,0.818181570248009,2,0.013556468832915647,80,80,23.0,1
78,474,6.076922297830475,1.1111106995886297,2,-0.003739953633031471,78,78,20.0,0
74,373,5.040539859386505,0.8529409256056101,3,0.026736146115183764,74,74,20.0,1
81,454,5.604937579637336,0.866666377777874,0,-0.03754279464659362,81,81,18.0,1
80,384,4.7999994000000745,0.4285713265306365,2,-0.09191285700766852,80,80,22.0,0
72,576,7.999998888889043,1.1153841863906975,3,0.15244552740838083,72,72,21.0,1
88,532,6.045453858471152,0.7073169006544144,2,0.08258753659567523,88,88,25.0,0
82,531,6.47560896638915,0.5555554012346107,3,-0.18490308892992183,82,82,19.0,0
78,537,6.884614501972499,1.346153328402566,3,0.12017590616949973,78,78,18.0,1
71,410,5.7746470739933695,0.6666664646465258,2,-0.05045249310349786,71,71,19.0,0
83,463,5.578312580926195,1.4814809327848397,0,0.09433859158479353,83,83,24.0,1
92,401,4.358695178402698,0.7894734764543483,4,-0.11807875254033276,92,92,25.0,1
87,460,5.287355714097044,0.8571426122449679,2,-0.2079484153938228,87,87,24.0,0
91,606,6.659339927545063,0.6923075147929448,1,0.16897845055112523,91,91,26.0,1
105,550,5.238094739229072,0.42857135204082997,2,0.04441793251155821,105,105,36.0,0
75,418,5.573332590222321,0.32558131963225123,5,-0.2389154402535972,75,75,27.0,0
91,365,4.010988570221036,0.7105261288089134,3,-0.08051269035843903,91,91,26.0,1
89,660,7.415729503850617,0.22033894570526344,1,0.1869562301972355,89,89,26.0,0
73,491,6.726026475886784,0.9999996296297669,0,0.30852142455204795,73,73,20.0,1
87,621,7.13793021403101,0.37499992187501624,2,0.11763778022907788,87,87,30.0,0
90,556,6.1777770913581005,0.6428569897959547,3,0.11772672964559568,90,90,26.0,0
76,364,4.789473054016703,1.7142848979595724,0,-0.12182319544448564,76,76,23.0,1
79,248,3.139240108956948,0.7575755280074157,3,-0.3407342149181244,79,79,21.0,0
90,538,5.977777113580321,0.6829266627008139,1,0.08015441946531546,90,90,26.0,0
79,467,5.911391656785866,1.0333329888890037,2,0.15102747686590742,79,79,21.0,1
80,439,5.487499314062585,0.8857140326531334,3,0.02316543310335898,80,80,23.0,0
71,497,6.999999014084645,0.774193298647323,4,0.035850521465308746,71,71,24.0,1
76,387,5.092104593144132,1.1034478953627946,2,-0.12548076459489135,76,76,26.0,1
76,379,4.986841449099809,0.5263156509695655,1,-0.12391432264489348,76,76,21.0,0
97,528,5.44329840790738,1.2058819982700004,0,0.1916411938992445,97,97,24.0,1
83,605,7.289155748294488,0.4047618083900456,4,0.1886314666432548,83,83,27.0,0
99,587,5.929292330374512,0.6304346455576857,1,0.1331579559175223,99,99,26.0,1
63,452,7.174602035777454,0.2941175605536586,1,0.10642437426640333,63,63,15.0,0
69,524,7.594201797941768,0.5757574012856359,4,-0.04169387818760843,69,69,24.0,0
82,407,4.963414028851948,1.1333329555556815,3,0.0034930857552991825,82,82,24.0,1
73,533,7.301368862826183,0.6129030280957974,1,0.05139316656982279,73,73,18.0,0
99,636,6.424241775329113,0.6739128969754571,4,0.004114840021369595,99,99,33.0,0
95,522,5.494736263711972,0.9230766863905931,0,0.20111171506437434,95,95,27.0,1
61,346,5.672130217683571,0.3999998666667111,4,-0.14039745643126106,61,61,17.0,0
95,480,5.052631047091468,0.6041665407986373,1,0.17057447525082317,95,95,25.0,0
88,678,7.704544579029025,0.6341461867936129,2,0.21407183301491048,88,88,27.0,0
78,432,5.5384608284024575,1.137930642092882,0,0.22908741499130697,78,78,19.0,1
75,348,4.639999381333416,0.6764703892734149,4,-0.20969179783643202,75,75,22.0,0
81,571,7.0493818457553274,0.9090906336088989,2,0.08957055596061307,81,81,28.0,1
84,428,5.095237488662203,0.6923075147929448,3,-0.005537962901869197,84,84,25.0,0
71,372,5.239435881769594,0.4999998529412197,3,-0.29093927151007587,71,71,24.0,0
82,363,4.42682872843552,1.9545445661161063,0,0.13545351663180696,82,82,21.0,1
97,528,5.44329840790738,0.8139532990806281,3,-0.04363425339469535,97,97,28.0,1
64,388,6.062499052734522,1.238094648526358,5,-0.3273079854631582,64,64,20.0,0
88,444,5.045453972107503,1.7916659201392,6,-0.08233353181693401,88,88,29.0,0
74,362,4.891891230825509,0.6666664646465258,3,-0.09853756221935002,74,74,20.0,0
87,510,5.862068291716288,0.4347825141777143,1,-0.08006638613540952,87,87,24.0,0
88,541,6.14772657412198,0.7999997714286367,4,-0.04585349456151557,88,88,23.0,1
76,440,5.789472922437773,0.4473683033241307,0,0.05263650923127566,76,76,21.0,0
85,460,5.411764069204227,1.6399993440002625,1,0.09597138379548178,85,85,23.0,1
85,436,5.129411161245746,0.5227271539256468,5,-0.2593126693858265,85,85,23.0,0
81,500,6.172838744093982,0.6923075147929448,3,0.019570090391373824,81,81,22.0,1
76,500,6.578946502770196,0.7999997333334222,1,0.18364956544382924,76,76,24.0,1
79,388,4.911391783368129,0.6666664814815328,1,-0.04219756942174393,79,79,24.0,0
88,514,5.840908427169497,1.344827122473406,1,0.0749201531992016,88,88,26.0,1
